EINSATZORT ID;EINSATZORT BEZEICHNUNG;EINSATZORT STRASSE;EINSATZORT PLZ
MNFM100122644;Berlin Josef-Orlopp-Str. MechZB;Josef-Orlopp-Straße 90;10365
MNFM100135581;Autohaus Dinnebier GmbH;Siegfriedstraße 79 ;10365
MN181302;Berlin 57;Storkower Str. 115;10407
MN181297;Berlin 21;Lübecker Str. 1;10559
MNFM100128200;OM Region Nord-Ost;Alt-Moabit 101 D;10559
MNFM100129300;Firmenkunden Berlin;Alt Moabit 101D;10559
MNFM100135677;Alphabet Fuhrparkmanagement;Alt-Moabit 91 ;10559
MNFM100135407;Alphabet Fuhrparkmanagement;Lise-Meitner-Str. 45 ;10589
MNFM100128722;PB Firmenkunden AG;Joachimsthaler Str 41;10623
MNFM100130940;Firmenkunden Berlin;Joachimsthalerstr 41;10623
MNFM100131360;Berlin 12;Goethestr. 2-3;10623
MN181298;ZSPL Berlin 31;Uhlandstr. 85;10717
MNFM100124596;Berlin 3010;Uhlandstr. 85;10717
MNFM100136270;Berlin 60;Tempelhofer Ufer 1;10961
MNFM100004353;Berlin-Mitte;Luckenwalder Straße 7;10963
MNFM100113725;RGB Betrieb Brief Ost (1A);Hallesches Ufer 60;10963
MNFM100119215;RGB Ost, ZG OPSS;Hallesches Ufer 60;10963
MNFM100135736;Sachsengarage GmbH;Reisewitzer Straße 82 ;1159
RT30100001024;RA Berlin;Rollbergstr. 70;12053
MNFM100122086;Berlin-Neukölln;Neuköllnische Allee 14;12057
MNFM100128880;DHL Freight GmbH, NL Berlin II;Naumburgerstr. 4;12057
MN181395;Berlin 440;Thiemannstr. 36;12059
MNFM100136289;NL Berlin neu;Industriestraße 32-35;12099
MN181304;Berlin Zentrum;Eresburgstr. 21;12103
MN18443;Berlin-Tempelhof;Schöneberger Str. 11-15;12103
MNFM100008467;Berlin 432;Bessemerstr. 23;12103
MNFM100113009;TIM-FO;Eresburgstr. 21;12103
MNFM100115206;BZ 10, Abt. 31, Sg 3192;Eresburgstraße 21;12103
MNFM100117609;Fuhrparkverwaltung;Eresburgstraße 21;12103
MNFM100124107;NL Betrieb Berlin Paket (WF);Eresburgstraße 21;12103
MNFM100123224;Berlin-Mariendorf MechZB;Ringstraße 29;12105
MN181393;Berlin 41;Bergstr. 1;12169
MNFM100003710;Berlin 460;Kurfürstenstr. 2-8;12249
MNFM100130561;Sg 3250 Archivierung/Belege;Motzener Str. 36-38;12277
MNFM100136491;helpline_C&S Ziegenhagen B;Kitzingstr. 16-18;12277
MNFM100128321;DHL Paket (Austria) GmbH;Brunner Straße 65;1230
MNFM100136271;Berlin 49;Bahnhofstr. 5/6;12305
MNFM100122459;Berlin-Britz MechZB;Gradestraße 51;12347
RT30100001237;NL Berlin Sols;Gerlinger Straße 34;12349
MNFM100003964;Berlin 40;Kanalstr.103-115;12357
MNFM100118895;BZ Berlin Südost Abt.31ZSP 40;Kanalstr. 103-115;12357
MN181397;Berlin 47;Gutschmidtstr. 29 - 31;12359
MNFM100135408;Automobilforum KADEA GmbH;Buschkrugallee 43 ;12359
MNFM100135665;LeasePlan Deutschland GmbH;Woermannkehre 1 ;12359
MN181396;Berlin-Oberschöneweide 2;Edisonstr. 63;12459
MNFM100136549;helpline_autoplus;Siemensstr. 34;12459
MN181401;Berlin-Grünau;Paradiesstr. 210-218;12526
MNFM100127981;Schönefeld;Alexander-Meißner-Str. 18;12526
MN181434;NL Brief Berlin 1;An den Gehren 3;12529
MNFM100004577;BZ Berlin Südost Abt. 31;An den Gehren 3;12529
MNFM100008338;KSC Berlin-SO//Fr König;An den Gehren 3;12529
MNFM100116585;BZ 12  stationär;An den Gehren 3;12529
MNFM100119836;BZ Berlin Südost Abt.31 Mobis;An den Gehren 3;12529
RT10100000070;BZ Berlin Südost Abt. 38 (WF);An den Gehren 3;12529
MNFM100003960;Berlin-Köpenick 1;Müggelheimer Damm 12;12557
MNFM100122087;Berlin-Köpenick;Grünauer Straße 210 - 216;12557
MN181400;Berlin-Friedrichshagen;Bölschestr. 69a;12587
MN181417;Berlin-Kaulsdorf;Hellersdorfer Str. 78;12619
MNFM100007161;Rebentisch;Ludwigsluster Str. 71 A;12619
MNFM100118897;BZ Berlin Südost Abt.31ZSP Kauls;Hellersdorfer Str. 78;12619
MNFM100136729;Berlin-Wilhelmshagen;Hellersdorfer Str. 78;12619
MN181415;Berlin-Marzahn;Märkische Allee 176-178;12681
MNFM100122094;Berlin-Zentrum MechZB;Pyramidenring 8;12681
MNFM100111846;TU - ZB Berlin-Marzahn;Alt Friedrichsfelde 63;12683
MNFM100122093;Berlin-Marzahn;Alt Friedrichsfelde 63a;12683
MN181345;Berlin-Hohenschönhausen 5;Egon-Erwin-Kisch-Str. 28;13059
NEUMN181309;Berlin-Weißensee 1;Charlottenburger Str. 139-140;13086
MNFM100124343;Berlin-Pankow MechZB;Nüßlerstraße 38;13088
MN181346;Berlin-Buch;Wiltbergstr. 23;13125
MN181363;Berlin-Buchholz 2;Pankstr. 8-10;13127
BT13100000000;Berlin-Rosenthal;Kirchstr. 9-15;13158
MNFM100133963;Berlin 66;Qudenarder Str. 16;13347
MN181347;Berlin 51;Residenzstr. 24-25;13409
MN181349;Berlin 65;Reginhardstr. 34;13409
MN181352;Berlin 28;Heinsestr. 36;13467
DUP134-MN184;Berlin 27;Wittestraße 30;13509
MNFM100000892;Berlin-Reinickendorf;Innungsstr. 57 - 59;13509
MN181360;Berlin 23;Brunsbütteler Damm 180;13581
MNFM100000897;Berlin-Spandau;Brunsbütteler Damm 180;13581
MN181355;Berlin 24;Mertensstr. 63-115;13587
MN181361;Berlin 135;Goebelstr. 117;13629
MNFM100000898;Berlin-Charlottenburg MechZB;Rohrdamm 11;13629
NEUMN181310;Berlin 19;Soorstr. 61-62;14050
NEUMN181313;Berlin 229;Alt Kladow 19;14089
NEUMN181311;Berlin 39;Königstr. 56-57;14109
MNFM100000402;Berlin 37;Berlepschstr. 26;14165
MNFM100003952;Berlin 33;Kissinger Str. 1-2;14199
MNFM100007043;NL Berlin;Forckenbeckstr. 9-13;14199
MNFM100123621;Sg Flächenvertr./EB-Team Berlin;Kissinger Straße 1-2;14199
MNFM100124271;DHL Express Berlin;Forckenbeckstr. 9 - 13;14199
MNFM100124300;DHL Express Berlin;Forckenbeckstraße 9 - 13;14199
MNFM100124564;DHL Express Berlin GmbH;Forckenbeckstr. 9 -13;14199
MNFM100125021;Berlin-Grunewald;Kissinger Straße 1-2;14199
MNFM100126743;DHL Express Berlin;Forckenbeckstraße 9 - 13;14199
MNFM100127303;DHL Express Berlin;Forckenbeckstraße 9 - 13;14199
MNFM100127822;DHL Express Berlin;Forckenbeckstraße 9 - 13;14199
MNFM100126020;Postbank Vertriebscenter;Am Kanal 16-18;14467
NEUMN181329;Potsdam 60;Am Kanal 16-18;14467
MNFM100125080;Potsdam;Am Buchhorst 35;14478
NEUMN181331;Potsdam 80;Saarmunder Str. 40;14478
MNFM100132840;Potsdam 70;Neuendorfer Str. 45;14480
NEUMN181338;Teltow;Zehlendorfer Str. 19;14513
MNFM100005539;BZ 14;Ruhlsdorfer Str. 73-77;14532
MNFM100124042;Kleinmachnow MechZB;Hermann-von-Helmhotz-Str. 3-7;14532
NEUBT14100000000;Berlin Nord (ELN);Ruhlsdorfer Str. 73-77;14532
NEUMN181335;Stahnsdorf;Ruhlsdorfer Str. 90;14532
NEUMN181337;Berlin Nord (Stahnsdorf);Ruhlsdorfer Str. 73-77;14532
MNFM100131641;helplinePRO Autoservice Schröder;Berliner Straße 113;14542
MNFM100134103;Werder 2 (Havel);Alte Dorfstr. 8;14542
NEUMN181341;Werder (Havel);Eisenbahnstr. 3-5;14542
NEUMN181326;Michendorf;Poststr. 11;14552
NEUMN181320;Falkensee;Leipziger Str. 56;14612
MNFM100000895;Börnicke;Poststr. 01;14641
MNFM100007102;DHL Freight GmbH Wustermark;Bremer Ring 13;14641
MNFM100132420;HUB 14 - Abt. 32;Poststraße 1;14641
NEUMN181327;Nauen;Dammstr. 42;14641
RT10100000572;HUB 14 - stationär;Poststraße 1;14641
NEUMN181319;Friesack;Hamburger Str. 11;14662
NEUMN181332;Rathenow;Wilhelm-Külz-Str. 1;14712
MNFM100122860;ZUI_ Au.-Te. Dähne_Brandenb.LR14;Münstersche Straße 1;14772
MNFM100005810;FSP Brandenburg;Geschwister-Scholl-Str. 36;14776
NEUMN181315;Brandenburg;Geschwister-Scholl-Str. 36;14776
NEUMN181342;Ziesar;Bahnhofstr. 5a;14793
NEUMN181322;Kloster Lehnin;Bahnhofstr. 18;14797
MNFM100131642;helplinePRO Auto Service Center;Seedoche 6;14806
NEUMN181316;Bad Belzig;Im Gewerbepark Seedoche 2a;14806
NEUMN181317;Brück;Gregor-von-Brück-Ring 16;14822
NEUMN181321;Jüterbog;Mönchenstr. 15-18;14913
NEUMN181324;Luckenwalde;Potsdamer Str. 21;14943
MNFM100135791;HUB 11 - stationär;Schwarzer Weg 3;14974
MNFM100136529;helpline auto ABS;Ebereschenallee 2;14974
NEUMN181323;Ludwigsfelde;Potsdamer Str. 9;14974
MNFM100122090;Großbeeren (MechZB);Osdorfer Ring 20;14979
MNFM100003961;Frankfurt (Oder);Markendorfer Str. 10;15234
MNFM100132321;helplinePRO_Car Check Point FF;Max-Hannemann-Str. 6;15234
MNFM100128740;TS Berlin FZ- Stellplatz FF/Oder;Lindenstr. 4a;15236
MNFM100135416;Autohaus Bergland FF a.d. Oder;Nicolaus-August-Otto-Str. 2 ;15236
MN181418;Vierlinden;Waldsiedlung-Eichendamm 19;15306
MN181399;Berlin-Köpenick-3375;Ernst-Thälmann-Straße 10;15337
MN181436;Strausberg;Am Biotop 19;15344
MN181431;Neuenhagen;Am Wall 18;15366
MNFM100122861;ZUI_Tiger_D.Hoppeg._LR 10,12,15;Gewerbestraße 17;15366
MNFM100130400;Hoppegarten;Alter Feldweg 1;15366
MNFM100135480;E-VADE GmbH;Neuer Hönower Weg 3;15366
MNFM100003962;Fürstenwalde/Spree;Leistikowstr. 19;15517
MN181421;Erkner;Gewerbegebiet zum Wasserwerk 15;15537
MN181432;Rüdersdorf;Straße der Jugend 30;15562
MNFM100122092;Rüdersdorf;Ernst-Thälmann-Str. 10;15562
MNFM100132421;HUB 15 - Abt. 32;Ernst-Thälmann-Str.10;15562
MNFM100135343;SNL IT P&P Standort Firmenwagen;Ernst-Thälmann-Str. 10;15562
RT10100000600;HUB 15 - stationär;Ernst-Thälmann-Str.10;15562
MNFM100004039;Königs Wusterhausen;Friedrich-Engels-Str. 25-26;15711
MN181422;Eichwalde;August-Bebel-Allee 13;15732
MN18455;Mittenwalde.;Dahmestr. 17;15749
MNFM100003963;Mittenwalde;Am Kanal 4;15749
MN181438;Wünsdorf;An der Brotfabrik 4;15806
MN181429;Blankenfelde-Mahlow;Neue Straße 6;15831
MN181412;Baruth;Ernst-Thälmann-Platz 1;15837
MN181411;Beeskow;Fürstenwalder Str. 13-14;15848
MNFM100001643;Storkow;Neu-Bostoner-Str. 11;15859
MN181420;Eisenhüttenstadt 1;Seeplanstr. 17;15890
MN181428;Lübben;Am Südbahnhof 7-8;15907
MN181427;Luckau;Am Bahnhof 6;15926
DUP136-MN184;Eberswalde 4;Heegermühler Str. 64;16225
MNFM100005804;FSP Eberswalde;Heegermühlerstr. 64;16225
MN181356;Bad Freienwalde (Oder) 1;Robinienstr. 1;16259
MN181343;Angermünde 2;Oderberger Str. 31;16278
MN181387;Schwedt 1;Platz der Befreiung 1;16303
MN181357;Bernau 1;Breitscheidstr. 46;16321
MN181376;Wandlitz 4;Bahnhofstr. 25;16348
MN181391;Werneuchen 2;Freienwalder Str. 10;16356
MNFM100000896;Lindenberg;Rudolf-Dieselstr. 01;16356
MN181353;Biesenthal 2;Breite Str. 6;16359
MNFM100122942;ZUI_Dobberkau_Biesenth. LR 13,16;Eberswalder Chaussee 1;16359
MNFM100136489;helpline Dobberkau;Eberswalder Chaussee 1;16359
DUP140-MN184;Oranienburg 1;Bahnhofsplatz 1;16515
MN181362;Birkenwerder;Clara-Zetkin-Str. 14;16547
MN181378;Mühlenbeck;Hauptstr. 2;16567
MN181388;Velten;Bahnstr. 34;16727
MN181370;Hennigsdorf 1;Postplatz 1;16761
MN181372;Berlin Nord;Walter-Kleinow-Ring 8;16761
MNFM100005538;BZ 13;Walter-Kleinow-Ring 8;16761
MNFM100008578;GB Vertrieb Brief GK Nord;Walter-Kleinow-Ring 8;16761
MNFM100133643;SNL HR Deutschland;Walter-Kleinow-Ring 8;16761
MNFM100137009;Berlin Nord (Hennigsdorf);Walter-Kleinow-Ring 8;16761
MN181375;Kremmen 2;Ruppiner Str. 57;16766
MN181368;Gransee 2;Am Güterbahnhof 3;16775
MNFM100005806;FSP Gransee;Am Güterbahnhof 3;16775
MN181392;Zehdenick 1;Rudolf-Breitscheid-Str. 1;16792
MN181367;Fürstenberg/Havel 1;Schliemannstr. 1-2;16798
MN181381;Neuruppin 4;Otto-Grotewohl-Str. 1;16816
MNFM100005805;FSP Neuruppin;Otto-Grotewohl-Str. 1;16816
MN181386;Rheinsberg 1;Schloßstr. 26;16831
MN181366;Fehrbellin;Berliner Str. 30;16833
MN181377;Lindow;Bahnhofstr. 29;16835
DUP138-MN184;Neustadt, Dosse 3;Bahnhofstr. 20;16845
MN181374;Kyritz, Prignitz 2;Rehfelder Weg 17;16866
MN181389;Wittstock, Dosse 3;Liebenthaler Weg 9;16909
MNFM100130500;Pritzwalk 10;Fritz-Reuter-Str. 2;16928
MN183821;Neubrandenburg Süd;Nonnenhofer Str. 26;17033
MN183822;NL BK Neubrandenburg;Isaac-Singer-Str.8;17033
MN183827;Penzlin;Isaac-Singer-Str. 8;17033
MNFM100127321;Neubrandenburg;Isaac-Singer-Str. 8;17033
RT10100000043;BZ17 Stat. Bearbeitung;Isaac-Singer-Str.8;17033
RT10100000091;BZ17 Auslieferung/Qual(Abt.33);Isaac-Singer-Str.8;17033
MN183820;Neubrandenburg 5;Gerstenstr. 3;17034
MNFM100121105;Fahrzeugstellplatz;Gerstenstr. 3;17034
MNFM100123591;TS Berlin FZ-Stellplatz Neubrandenburg;Gerstenstraße 3;17034
MNFM100136589;helpline_Autoreparatur;Gerstenstr. 15;17034
MN183806;Altentreptow;Bahnhofstr. 33;17087
MN183812;Friedland;Turmstr. 2b;17098
MN183810;Demmin;Woldeforster Str. 8;17109
NEUMN18835;NL BK Neubrandenburg ASt Demmin;Woldeforster Str. 8;17109
MN183814;Jarmen;Scheunenstr. 5;17126
MN183816;Malchin;Poststr. 1;17139
MN183830;Stavenhagen;Werdohler Str. 12;17153
MN183809;Dargun;Demminer Str. 18;17159
MN183832;Teterow;Auf dem Vietsmorgen 7;17166
MN183836;Waren;Friedrich-W.-Raiffeisen-Str. 6a;17192
MN183828;Röbel;Pferdemarkt 6;17207
MN183817;Malchow;Güstrower Str. 72;17213
MN183819;Neustrelitz;Bürgerseeweg 27;17235
MN18844;HUB 17 - stationär;Bürgerseeweg 27;17235
NEUMN18844;NL NB TpA  Neustrelitz;Bürgerseeweg 27;17235
MN183818;Mirow;Weinberg 31;17252
MNFM100135376;Alphabet Fuhrparkmanagement;Walter-Gotsmann-Str. 2 ;17252
MN183811;Feldberg;Küstersteig 9;17258
MN183831;Templin;Puschkinstr. 17;17268
MN183824;Prenzlau;Güstower Str. 13;17291
MN183825;Pasewalk;Am Gnädigspark 4;17309
MN183829;Strasburg;Bahnhofstr. 5;17335
MN183835;Woldegk;Göhrener Chaussee 5c;17348
MN183833;Torgelow;Siemensstr. 1;17358
MN183834;Ueckermünde;Goethestr. 6;17373
MN183805;Anklam;Am Flugplatz 1;17389
MN183807;Seebad Bansin;Ahlbecker Chaussee 10;17429
MN183837;Wolgast;Am Fuchsberg 3;17438
MN183838;Zinnowitz;Ahlbecker Str. 34;17454
MN183813;Greifswald 10;Brinkstr. 37;17489
MNFM100008194;Greifswald 20;Helmshäger Str. 1;17489
MNFM100131628;helplinePRO Hahn Nutzfahrzeuge G;Gewerbepark 2;17509
MN18838;ZB Rostock;Erich-Schlesinger-Str. 65;18059
MNFM100131630;helplinePRO Autoradio GmbH;Satower Straße 9;18059
NEUMN184424;Rostock 2;Erich-Schlesinger-Str. 55;18059
NEUMN184425;Rostock 22;Rigaer Str. 6;18107
MNFM100131640;helplinePRO KFZ Jahnke;Altkarlshof 4;18146
MNFM100135371;Alphabet Fuhrparkmanagement;Altkarlshof 6 ;18146
MNFM100135422;Ferdinand Schultz Nachfolger;Altkarlshof 6 ;18146
MNFM100135389;Alphabet Fuhrparkmanagement;Hansestraße 18 ;18182
MNFM100005490;Roggentin;Ahornring 4;18184
NEUMN184434;NL BK Rostock Roggentin;Ahornring 6;18184
NEURT10100000063;BZ18 Stat. Bearbeitung;Ahornring 6;18184
NEUMN184446;Tessin;Rostocker Chaussee 11d;18195
MNFM100122249;ZB Kritzmow;Klein Schwaßer Weg 9;18198
NEUMN184406;Bad Doberan;Am Waldrand 9;18209
NEUMN184420;Neubukow;Am Stellwerk 7;18233
NEUMN184404;Bützow;Nebelring 13;18246
NEUMN184410;Güstrow;Neukruger Str. 7;18273
NEUMN184414;Kuchelmiß;Krakower Str. 9;18292
NEUMN184417;Laage;Weidenweg 14a;18299
NEUMN184435;Ribnitz-Damgarten;Rostocker Straße 72a;18311
NEUMN184401;Bad Sülze;Am alten Bahndamm 9;18334
NEUMN184448;Dierhagen;Strandstr. 31;18347
NEUMN184403;Barth;Am Mastweg 17;18356
NEUMN184422;Wieck;Am Eichberg 1e;18375
NEUMN184436;Stralsund;Lindenstraße 142;18435
MNFM100132160;helplinePRO AutoserviceDornquast;Rostatocker Chaussee 41;18437
MNFM100135514;Ferdinand Schultz Nachfolger;Voigdehäger Weg 56 ;18439
MNFM100113085;Wendorf;Dorothea-Erxleben-Str. 12;18442
MNFM100122633;ZUI_FaPiehler_Langendorf_LR18;Am Langendorfer Berg 34/40;18442
NEUMN184419;Niepars;Gartenstr. 5e;18442
NEUMN184442;NL BK Rostock ASt Stralsund;Dorothea-Erxleben-Str. 12;18442
MNFM100122634;ZUI_FaBrandenburg_Grimmen_LR17;Zum Rauhen Berg 25;18507
NEUMN184411;Grimmen;Bahnhofstr. 49;18507
NEUMN184397;Wittenhagen;Franzburger Str. 63a;18510
NEUMN184408;Grammendorf;Dorfstr. 53b;18513
NEUMN184405;Bergen;Tilzower Weg 34;18528
NEUMN184444;Sassnitz;Gewerbepark 10;18546
NEUMN184398;Altenkirchen;Max-Reimann-Str. 38;18556
MNFM100129587;TU Hiddenseer Logistik GmbH;Achtern Diek 35;18565
NEUMN184437;Samtens;Muhlitzer Str. 3;18573
MNFM100135657;ORTEN Fahrzeugtechnik GmbH;Bautzener Str. 3 ;1877
NEUMN184546;Schwerin 2;Ziegeleiweg 5;19057
MNFM100123225;Arbeitsschutz-Soziales//Hr Ruge;Heinrich-Hertz-Ring 2;19061
MNFM100128624;BZ19 Schwerin Betriebstechnik;Heirich-Hertz-Ring 2;19061
MNFM100128628;BZ 19 Stat. Bearbeitung;Heinrich-Hertz-Ring 2;19061
MNFM100134463;RGB Ost//Fr Siemens;Heinrich-Hertz-Ring 2;19061
NEUDUP574-MN184;BZ 19 Schwerin;Heinrich-Hertz-Ring 2;19061
NEUMN184551;Schwerin 3;Heinrich-Hertz-Ring 2;19061
NEUMN184533;Leezen;Schloßstr. 3;19067
NEUMN184545;Stralendorf;Am Heidenbaumberg 2;19073
MN18850;1711 Pampow;Ahornstr. 7;19075
NEUMN184540;Banzkow;Hamburger Frachtweg 8;19079
NEUMN184523;Crivitz;Parchimer Str. 64;19089
NEUMN184528;Gadebusch;Wismarsche  Straße 9;19205
NEUMN184544;Rehna;Bahnhofstr. 2;19217
NEUMN184530;Hagenow;Rudolf-Diesel-Str. 1;19230
NEUMN184553;Wittenburg;Südring 12;19243
NEUMN184521;Boizenburg;Bahnhofstr. 35;19258
NEUMN184538;Neuhaus;Poststr. 9;19273
NEUMN184536;Ludwigslust;Fliederweg 2;19288
NEUMN184526;Malliß;Ludwigsluster Str. 15;19294
NEUMN184552;Wittenberge;Perleberger Str. 25a;19322
NEUMN184520;Bad Wilsnack;Bahnhof 16-17;19336
NEUMN184542;Perleberg;Eichhölzer Weg 3;19348
NEUMN184531;Karstädt;Straße des Friedens 45;19357
NEUMN184541;Parchim;Ziegendorfer Chaussee 11;19370
NEUMN184525;Domsühl;Oldenburger Straße 3;19374
NEUMN184537;Lübz;Feldstr. 46;19386
NEUMN184543;Plau;Plauerhäger Str.16;19395
NEUMN184527;Goldberg;Langestraße 115;19399
NEUMN184550;Dabel;Straße der DSF 29;19406
NEUMN184522;Brüel;Bahnhofstraße 15;19412
DUP296-MN184;Hamburg 1;Münzstraße 2;20097
MNFM100117652;WO/DO TS Hamburg;Heidenkampsweg 99;20097
MNFM100118187;WO/DO TS Hamburg;Heidenkampsweg 99;20097
MNFM100118225;WO/DO TS Hamburg;Heidenkampsweg 99;20097
MNFM100123520;ASt Nord;Heidenkampsweg 99;20097
MNFM100124053;TS Hamburg WO/DO;Heidenkampsweg 99;20097
MNFM100124116;TS Hamburg TS Koordination;Heidenkampsweg 99;20097
MNFM100130361;CSG GmbH;Heidenkampsweg 99;20097
MNFM100132400;Packstation/ZGr Vertriebsunterst;Heidenkampsweg 99;20097
MN182593;Hamburg 20;Lehmweg 8a;20251
MNFM100135685;Alphabet Fuhrparkmanagement;Lagerstraße 34 C 8;20357
MN182584;Hamburg 12;Steckelhörn 5-9;20457
MNFM100127721;PB Firmenkunden AG;Singapurstr 1;20457
MNFM100135719;Freie und Hansestadt Hamburg;Alter Steinweg 4 ;20459
MN182597;Hamburg 26;Carl-Petersen-Straße 76;20535
MNFM100006152;SStp Hamburg Bergedorf;Bergedorferstr. 100;21029
MNFM100128362;Hamburg Lohbrügge;Osterrade 51;21031
BT20100000022;Depot (Abt.32);Rungedamm 39;21035
DUP312-MN184;Bergedorf (Hmb 80);Weidenbaumsweg 95;21035
FT21100000080;HUB 21 - stationär;Rungedamm 37a;21035
MN18689;ZB Hamburg Allermöhe;Rungedamm 37a;21035
MNFM100008422;PZ 21 (Abt.32);Rungedamm 37a;21035
MNFM100116345;Internationale Produktion Allerm;Rungedamm 37a;21035
MNFM100119705;Depot (Abt.31);Rungedamm 39;21035
MNFM100122562;ZB Hamburg City;Rungedamm 37 c;21035
MNFM100124699;WO/DO Hamburg;Lisbeth-Bruhn-Str. 20;21035
MNFM100126200;SC Hamburg;Rungedamm 43;21035
MNFM100135336;SNL IT P&P Standort Firmenwagen;Rungedamm 37b;21035
RT30100001228;NL Hamburg Sols;Rungedamm 32;21035
MNFM100135423;Autohaus Tobaben GmbH;Buxtehuder Straße 84 - 92 ;21073
DUP310-MN184;Harburg (Hmb 90);Harburger Poststraße 1;21079
MNFM100120381;ZB Hamburg Harburg;Harburger Poststr. 1;21079
MN182631;Wilhelmsburg (Hmb 93);Reinstorfweg 12;21107
MNFM100007767;DHL Freight Hamburg;Auf Der Hohen Schaar 7;21107
MNFM100135598;Autohaus Hessengarage GmbH;Kattwykweg 7 ;21107
MN182619;Finkenwerder (Hmb 95);Köhlfleet-Hauptdeich 4;21129
MNFM100135766;EUROGATE Technical Services;Kurt-Eckelmann-Straße 1 ;21129
DUP314-MN184;BZ 21 SOB (Abt. 19);Georg-Heyken-Straße 10;21147
MNFM100003516;BZ 21 (Abt.32);Georg-Heyken-Straße 10;21147
MNFM100003517;BZ 21 Auslieferung/Qual(Abt. 33);Georg-Heyken-Straße 10;21147
MNFM100003521;BZ 21 Betriebstechnik (Sg 319);Georg-Heyken-Straße 10;21147
MNFM100003750;BZ 21 Stationäre Bearb (GKA);Georg-Heyken-Straße 10;21147
MNFM100124861;BZ 21 Stab ProdU;Georg-Heyken-Str. 10;21147
RT20100000935;BZ 21 Hausservice (Sg 194);Georg-Heyken-Straße 10;21147
MN182622;Neugraben (Hmb 92);Neugrabener Bahnhofstraße 26;21149
MN182655;Meckelfeld;Kürbsweg 9;21217
MN182623;Hittfeld;Hittfelder Twiete 8;21218
MN182648;Nenndorf;Schulstraße 8;21224
DUP308-MN184;Buchholz;Hanomagstr. 14;21244
MN182658;Tostedt;Elsterbogen 18;21255
MN182637;Jesteburg;Harburger Str. 4-6;21266
MNFM100124702;WO/DO  Jesterburg;Am Jakobsberg 41;21266
MN182632;Hanstedt;Buchholzer Straße 17;21271
MN182630;Hollenstedt;Am Stinnberg 13;21279
DUP316-MN184;Lüneburg;Sülztorstraße 21;21335
MNFM100116385;MOBIS Lüneburg;Sülztorstr. 21;21335
MNFM100133741;TS Hmbg, Fz-Stellplatz;Sülztor 21;21335
MNFM100135350;Alphabet Fuhrparkmanagement;Vögelser Straße 25 ;21339
MN182608;Bleckede;Bahnhofstr. 25;21354
MNFM100136889;Bardowick;Hamburger Landstr. 67a;21357
BT21100000000;Adendorf;Lüner Rennbahn 16a;21365
MN182614;Dahlenburg;Lüneburger Straße 22;21368
MN182651;Salzhausen;Winsener  Str. 14;21376
MN182607;Amelinghausen;Oldendorfer Straße 4;21385
MN182650;Reppenstedt;An der Landwehr 4;21391
MN182616;Deutsch Evern;Schützenstr. 22;21407
DUP320-MN184;Winsen/ Luhe;Brahmsallee 29;21423
MNFM100130180;ZUI_Neubauer_GmbH_Hannover_LR29;Boschstraße 15;21423
BT21100000023;Verkehr Stelle;Zum Reiherhorst 1;21435
MN182652;Stelle;Zum Reiherhorst  1;21435
MNFM100124703;WO/DO  Stelle;Elbblick 92;21435
MNFM100007834;Wentorf;Auf dem Ralande 2;21465
MN182640;Lauenburg;Reeperbahn 35;21481
MN182656;Schwarzenbek;Berliner Straße 7;21493
MN182620;Geesthacht (Düneberger Str.);Düneberger Str. 85;21502
MNFM100007777;Geesthacht Land (Vierlander Str);Vierlander Str. 5;21502
MN182621;Glinde;Poststraße 1;21509
MNFM100122296;mZB Glinde;Wilhelm-Bergner-Str. 11b;21509
MNFM100123209;TU New Fashion Logistic;Humboldstr. 21;21509
MN182612;Büchen;Lauenburger Straße 25;21514
DUP306-MN184;Buxtehude;Bahnhofstraße 58;21614
MNFM100135463;Autohaus Tobaben GmbH;Brillenburgsweg 27a;21614
MNFM100135583;Autohaus Tobaben GmbH;Westende 4 ;21614
MN182644;Neu Wulmstorf;Königsberger Straße 14;21629
MNFM100127260;DP E-POST Solutions GmbH;Bei der Lehmkuhle 2;21629
MN182633;Horneburg;Im Krummen Moor 7;21640
DUP318-MN184;Stade;Altländer Straße 35;21680
MNFM100005362;Verkehr Stade;Altländer Straße 35;21680
MNFM100135506;Autohaus Tobaben GmbH;Altländer Straße 9-11 ;21682
MNFM100131627;SNL PeP//Hr Langfeldt;Brandenburgerstr. 10 a;21684
MN182626;Harsefeld;Schulstraße 16;21698
MNFM100122630;ZUI_FaPankel_Harsefeld_LR21;Im Sande 72;21698
MNFM100122631;ZUI_FaPankel_Harsefeld_LR20,22;Im Sande 72;21698
MN182615;Drochtersen;Werkstr.22;21706
MN182634;Himmelpforten;Drechslerstr. 7;21709
MN182657;Steinkirchen;Bürgerei 47;21720
MN182628;Hemmoor;Stader Str. 113;21745
MN182646;Otterndorf;Cuxhavener Straße 32;21762
MN182639;Lamstedt;Basbecker Straße 1;21769
MN182635;Ihlienworth;Hauptstraße 35;21775
MN182613;Cadenberge;Heideweg 2;21781
DUP300-MN184;Hamburg 75;Am Neumarkt 40;22041
MNFM100115028;TU INC Dienstleistungen;Efftingestr. 17;22041
MNFM100124270;DHL Express Hamburg;Am Neumarkt 40;22041
MNFM100125044;DHL Express Hamburg;Am Neumarkt 40;22041
MNFM100125220;DHL Express Hamburg GmbH;Am Neumarkt 40;22041
MNFM100126744;DHL Express Hamburg;Am Neumarkt 40;22041
